year_month,district,okrug,secondary_price_per_sqm,newbuild_price_per_sqm,rental_price_per_sqm_monthly,secondary_mom_change_pct,newbuild_mom_change_pct,n_listings_secondary,n_listings_newbuild,n_listings_rental,cbr_key_rate_pct,avg_mortgage_rate_pct
2023-08,Biryulyovo Vostochnoye,YuAO,244400,265600,1018,0.75,0.17,140,51,37,13.0,15.5
2023-09,Biryulyovo Vostochnoye,YuAO,238200,271700,993,-2.53,2.27,177,15,59,13.0,15.5
2023-10,Biryulyovo Vostochnoye,YuAO,242800,272700,1012,1.94,0.4,106,64,44,13.0,15.5
2023-11,Biryulyovo Vostochnoye,YuAO,250000,267300,1041,2.94,-2.0,21,70,111,13.0,15.5
2023-12,Biryulyovo Vostochnoye,YuAO,232300,255200,968,-7.06,-4.51,46,77,46,13.0,15.5
2024-01,Biryulyovo Vostochnoye,YuAO,233900,254600,975,0.68,-0.24,126,26,107,16.0,18.5
2024-02,Biryulyovo Vostochnoye,YuAO,262200,293800,1093,12.11,15.39,41,42,36,16.0,18.5
2024-03,Biryulyovo Vostochnoye,YuAO,249900,277100,1041,-4.7,-5.69,94,5,76,16.0,18.5
2024-04,Biryulyovo Vostochnoye,YuAO,257100,282900,1071,2.88,2.11,90,52,23,16.0,18.5
2024-05,Biryulyovo Vostochnoye,YuAO,245800,277700,1024,-4.38,-1.87,157,38,109,16.0,18.5
2024-06,Biryulyovo Vostochnoye,YuAO,254500,280700,1060,3.51,1.08,146,74,30,16.0,18.5
2024-07,Biryulyovo Vostochnoye,YuAO,250100,269300,1042,-1.71,-4.04,97,12,107,16.0,18.5
2024-08,Biryulyovo Vostochnoye,YuAO,241500,274500,1006,-3.44,1.93,50,8,98,16.0,18.5
2024-09,Biryulyovo Vostochnoye,YuAO,261800,284800,1091,8.42,3.73,63,77,90,16.0,18.5
2024-10,Biryulyovo Vostochnoye,YuAO,245500,271400,1023,-6.26,-4.7,170,58,84,21.0,23.5
2024-11,Biryulyovo Vostochnoye,YuAO,237200,264600,989,-3.34,-2.51,102,62,78,21.0,23.5
2024-12,Biryulyovo Vostochnoye,YuAO,236700,264100,986,-0.23,-0.19,50,62,12,21.0,23.5
2025-01,Biryulyovo Vostochnoye,YuAO,250900,279400,1046,6.01,5.81,198,56,34,21.0,23.5
2025-02,Biryulyovo Vostochnoye,YuAO,237500,255200,989,-5.36,-8.68,49,10,16,21.0,23.5
2025-03,Biryulyovo Vostochnoye,YuAO,247600,275400,1032,4.25,7.93,143,5,19,21.0,23.5
2025-04,Biryulyovo Vostochnoye,YuAO,240700,273900,1003,-2.76,-0.53,117,59,29,21.0,23.5
2025-05,Biryulyovo Vostochnoye,YuAO,246700,267300,1028,2.47,-2.41,61,37,15,21.0,23.5
2025-06,Biryulyovo Vostochnoye,YuAO,240300,264000,1001,-2.59,-1.23,172,35,34,21.0,23.5
2025-07,Biryulyovo Vostochnoye,YuAO,247100,266100,1030,2.83,0.78,70,34,36,17.0,19.5
2025-08,Biryulyovo Vostochnoye,YuAO,250100,260800,1042,1.22,-1.97,182,54,99,17.0,19.5
2025-09,Biryulyovo Vostochnoye,YuAO,241100,257200,1005,-3.6,-1.42,54,16,24,17.0,19.5
2025-10,Biryulyovo Vostochnoye,YuAO,241200,270700,1005,0.03,5.25,66,48,45,17.0,19.5
2025-11,Biryulyovo Vostochnoye,YuAO,246200,268100,1026,2.08,-0.93,179,56,90,17.0,19.5
2025-12,Biryulyovo Vostochnoye,YuAO,258500,280800,1077,5.0,4.72,162,63,24,17.0,19.5
2026-01,Biryulyovo Vostochnoye,YuAO,258500,278800,1077,0.0,-0.72,121,71,33,17.0,19.5
2026-02,Biryulyovo Vostochnoye,YuAO,246100,272400,1026,-4.8,-2.3,194,50,45,17.0,19.5
2026-03,Biryulyovo Vostochnoye,YuAO,252000,271900,1050,2.39,-0.18,52,7,110,17.0,19.5
2026-04,Biryulyovo Vostochnoye,YuAO,244100,273100,1017,-3.13,0.44,62,7,113,17.0,19.5
2020-01,Biryulyovo Zapadnoye,YuAO,157300,181200,655,,,68,21,85,6.0,8.5
2020-02,Biryulyovo Zapadnoye,YuAO,160400,178300,668,2.0,-1.61,110,16,86,6.0,8.5
2020-03,Biryulyovo Zapadnoye,YuAO,172500,194100,719,7.57,8.9,162,43,90,6.0,8.5
2020-04,Biryulyovo Zapadnoye,YuAO,163400,175500,681,-5.3,-9.6,148,47,41,4.25,6.75
2020-05,Biryulyovo Zapadnoye,YuAO,169000,183300,704,3.44,4.43,134,79,95,4.25,6.75
2020-06,Biryulyovo Zapadnoye,YuAO,174700,196900,728,3.37,7.45,158,25,102,4.25,6.75
2020-07,Biryulyovo Zapadnoye,YuAO,172100,186700,717,-1.5,-5.19,85,76,86,4.25,6.75
2020-08,Biryulyovo Zapadnoye,YuAO,179900,198000,750,4.55,6.07,135,26,64,4.25,6.75
2020-09,Biryulyovo Zapadnoye,YuAO,182600,200500,761,1.5,1.23,130,79,99,4.25,6.75
2020-10,Biryulyovo Zapadnoye,YuAO,178100,202400,742,-2.48,0.98,72,17,78,4.25,6.75
2020-11,Biryulyovo Zapadnoye,YuAO,183600,190600,765,3.09,-5.84,46,5,53,4.25,6.75
2020-12,Biryulyovo Zapadnoye,YuAO,193900,214600,808,5.63,12.58,56,38,52,4.25,6.75
2021-01,Biryulyovo Zapadnoye,YuAO,184600,199500,769,-4.79,-7.05,47,58,113,4.25,6.75
2021-02,Biryulyovo Zapadnoye,YuAO,185400,205200,773,0.42,2.9,185,78,13,4.25,6.75
2021-03,Biryulyovo Zapadnoye,YuAO,197700,221300,824,6.65,7.82,180,30,74,4.25,6.75
2021-04,Biryulyovo Zapadnoye,YuAO,201000,225700,837,1.63,1.98,70,67,91,8.5,11.0
2021-05,Biryulyovo Zapadnoye,YuAO,184800,202500,770,-8.07,-10.27,134,45,85,8.5,11.0
2021-06,Biryulyovo Zapadnoye,YuAO,199100,219800,830,7.79,8.57,113,31,86,8.5,11.0
2021-07,Biryulyovo Zapadnoye,YuAO,202200,221400,842,1.52,0.72,87,63,52,8.5,11.0
2021-08,Biryulyovo Zapadnoye,YuAO,205500,225600,856,1.66,1.89,112,33,61,8.5,11.0
2021-09,Biryulyovo Zapadnoye,YuAO,202400,228700,843,-1.54,1.37,139,8,119,8.5,11.0
2021-10,Biryulyovo Zapadnoye,YuAO,215200,237500,897,6.33,3.83,107,32,30,8.5,11.0
2021-11,Biryulyovo Zapadnoye,YuAO,212200,227100,884,-1.4,-4.37,167,59,17,8.5,11.0
2021-12,Biryulyovo Zapadnoye,YuAO,212800,236700,887,0.31,4.25,173,76,11,8.5,11.0
2022-01,Biryulyovo Zapadnoye,YuAO,216500,243100,902,1.72,2.7,116,15,102,20.0,22.5
2022-02,Biryulyovo Zapadnoye,YuAO,218800,245600,912,1.07,1.03,49,67,24,20.0,22.5
2022-03,Biryulyovo Zapadnoye,YuAO,216500,240700,902,-1.07,-2.0,97,39,35,20.0,22.5
2022-04,Biryulyovo Zapadnoye,YuAO,222800,241700,928,2.93,0.42,165,15,16,9.5,12.0
2022-05,Biryulyovo Zapadnoye,YuAO,220800,255700,920,-0.92,5.79,42,49,60,9.5,12.0
2022-06,Biryulyovo Zapadnoye,YuAO,206400,222800,860,-6.5,-12.85,165,74,63,9.5,12.0
2022-07,Biryulyovo Zapadnoye,YuAO,212500,229300,885,2.94,2.88,38,57,56,9.5,12.0
2022-08,Biryulyovo Zapadnoye,YuAO,220800,247800,920,3.94,8.07,188,55,30,9.5,12.0
2022-09,Biryulyovo Zapadnoye,YuAO,218800,239100,912,-0.92,-3.51,52,18,96,9.5,12.0
2022-10,Biryulyovo Zapadnoye,YuAO,218500,246000,911,-0.12,2.89,25,74,37,7.5,10.0
2022-11,Biryulyovo Zapadnoye,YuAO,225000,241700,938,2.97,-1.73,176,34,36,7.5,10.0
2022-12,Biryulyovo Zapadnoye,YuAO,229300,254200,955,1.9,5.18,62,57,88,7.5,10.0
2023-01,Biryulyovo Zapadnoye,YuAO,226000,243300,942,-1.44,-4.32,68,41,104,7.5,10.0
2023-02,Biryulyovo Zapadnoye,YuAO,227700,244200,949,0.77,0.39,113,25,56,7.5,10.0
2023-03,Biryulyovo Zapadnoye,YuAO,238200,266800,992,4.57,9.26,75,45,83,7.5,10.0
2023-04,Biryulyovo Zapadnoye,YuAO,239800,257800,999,0.68,-3.38,95,30,87,7.5,10.0
2023-05,Biryulyovo Zapadnoye,YuAO,236900,254400,987,-1.2,-1.3,119,23,101,7.5,10.0
2023-06,Biryulyovo Zapadnoye,YuAO,247600,271000,1032,4.52,6.51,142,34,22,7.5,10.0
2023-07,Biryulyovo Zapadnoye,YuAO,249000,280400,1038,0.58,3.47,90,61,78,13.0,15.5
2023-08,Biryulyovo Zapadnoye,YuAO,245400,272200,1022,-1.47,-2.92,196,17,103,13.0,15.5
2023-09,Biryulyovo Zapadnoye,YuAO,243300,280600,1014,-0.83,3.08,128,24,65,13.0,15.5
2023-10,Biryulyovo Zapadnoye,YuAO,248400,275500,1035,2.07,-1.81,102,27,13,13.0,15.5
2023-11,Biryulyovo Zapadnoye,YuAO,241100,266700,1005,-2.93,-3.21,168,13,44,13.0,15.5
2023-12,Biryulyovo Zapadnoye,YuAO,233900,256400,974,-3.0,-3.88,72,55,11,13.0,15.5
2024-01,Biryulyovo Zapadnoye,YuAO,246100,272400,1025,5.23,6.27,54,41,81,16.0,18.5
2024-02,Biryulyovo Zapadnoye,YuAO,237800,269000,991,-3.39,-1.25,197,31,62,16.0,18.5
2024-03,Biryulyovo Zapadnoye,YuAO,260700,300300,1086,9.66,11.63,40,6,70,16.0,18.5
2024-04,Biryulyovo Zapadnoye,YuAO,251200,282200,1047,-3.64,-6.01,139,31,101,16.0,18.5
2024-05,Biryulyovo Zapadnoye,YuAO,257800,273700,1074,2.59,-3.04,162,6,41,16.0,18.5
2024-06,Biryulyovo Zapadnoye,YuAO,255800,275100,1066,-0.76,0.54,20,27,73,16.0,18.5
2024-07,Biryulyovo Zapadnoye,YuAO,249500,271100,1040,-2.45,-1.46,65,57,68,16.0,18.5
2024-08,Biryulyovo Zapadnoye,YuAO,247000,271500,1029,-1.01,0.15,90,74,108,16.0,18.5
2024-09,Biryulyovo Zapadnoye,YuAO,256200,277900,1067,3.71,2.37,168,19,84,16.0,18.5
2024-10,Biryulyovo Zapadnoye,YuAO,246000,274600,1025,-3.96,-1.21,33,54,94,21.0,23.5
2024-11,Biryulyovo Zapadnoye,YuAO,244600,268500,1019,-0.59,-2.19,26,73,40,21.0,23.5
2024-12,Biryulyovo Zapadnoye,YuAO,243800,267400,1016,-0.32,-0.41,140,7,53,21.0,23.5
2025-01,Biryulyovo Zapadnoye,YuAO,241400,252000,1006,-0.99,-5.78,132,67,19,21.0,23.5
2025-02,Biryulyovo Zapadnoye,YuAO,225500,241100,940,-6.55,-4.32,154,43,28,21.0,23.5
2025-03,Biryulyovo Zapadnoye,YuAO,233600,256100,973,3.58,6.23,185,40,108,21.0,23.5
2025-04,Biryulyovo Zapadnoye,YuAO,232100,247300,967,-0.65,-3.45,150,69,83,21.0,23.5
2025-05,Biryulyovo Zapadnoye,YuAO,242100,268700,1009,4.31,8.66,191,14,84,21.0,23.5
2025-06,Biryulyovo Zapadnoye,YuAO,248100,272700,1034,2.46,1.49,43,28,58,21.0,23.5
2025-07,Biryulyovo Zapadnoye,YuAO,241100,273800,1005,-2.8,0.39,148,9,67,17.0,19.5
2025-08,Biryulyovo Zapadnoye,YuAO,247100,268300,1030,2.47,-1.98,127,8,38,17.0,19.5
2025-09,Biryulyovo Zapadnoye,YuAO,250300,268100,1043,1.28,-0.09,193,65,16,17.0,19.5
2025-10,Biryulyovo Zapadnoye,YuAO,240300,257200,1001,-3.98,-4.05,140,63,67,17.0,19.5
2025-11,Biryulyovo Zapadnoye,YuAO,243600,277900,1015,1.38,8.04,66,15,93,17.0,19.5
2025-12,Biryulyovo Zapadnoye,YuAO,258400,295800,1076,6.05,6.42,38,50,58,17.0,19.5
2026-01,Biryulyovo Zapadnoye,YuAO,244200,274500,1017,-5.49,-7.18,161,39,98,17.0,19.5
2026-02,Biryulyovo Zapadnoye,YuAO,252400,271700,1052,3.38,-1.03,49,69,96,17.0,19.5
2026-03,Biryulyovo Zapadnoye,YuAO,247100,276100,1029,-2.12,1.62,199,41,74,17.0,19.5
2026-04,Biryulyovo Zapadnoye,YuAO,256600,291600,1069,3.85,5.61,141,74,109,17.0,19.5
2020-01,Brateyevo,YuAO,165900,182800,691,,,125,5,33,6.0,8.5
2020-02,Brateyevo,YuAO,166600,181000,694,0.45,-0.98,125,60,32,6.0,8.5
2020-03,Brateyevo,YuAO,167700,185800,699,0.64,2.63,128,13,104,6.0,8.5
2020-04,Brateyevo,YuAO,167400,192700,698,-0.17,3.7,26,57,96,4.25,6.75
2020-05,Brateyevo,YuAO,173400,187900,722,3.55,-2.47,185,60,53,4.25,6.75
2020-06,Brateyevo,YuAO,165900,179400,691,-4.29,-4.52,25,8,53,4.25,6.75
2020-07,Brateyevo,YuAO,181800,197000,758,9.57,9.82,34,75,30,4.25,6.75
2020-08,Brateyevo,YuAO,174400,188100,727,-4.06,-4.52,99,37,117,4.25,6.75
2020-09,Brateyevo,YuAO,185600,200700,774,6.43,6.65,161,31,99,4.25,6.75
2020-10,Brateyevo,YuAO,181400,190800,756,-2.3,-4.93,162,39,104,4.25,6.75
2020-11,Brateyevo,YuAO,182500,195800,760,0.62,2.64,132,16,10,4.25,6.75
2020-12,Brateyevo,YuAO,195600,213700,815,7.18,9.15,54,77,71,4.25,6.75
2021-01,Brateyevo,YuAO,196300,212700,818,0.33,-0.47,20,28,34,4.25,6.75
2021-02,Brateyevo,YuAO,192300,207700,801,-2.02,-2.37,157,27,46,4.25,6.75
2021-03,Brateyevo,YuAO,200600,220300,836,4.31,6.06,106,52,76,4.25,6.75
2021-04,Brateyevo,YuAO,208500,234900,869,3.96,6.64,187,33,77,8.5,11.0
2021-05,Brateyevo,YuAO,205000,231400,854,-1.68,-1.5,76,36,31,8.5,11.0
2021-06,Brateyevo,YuAO,203300,223100,847,-0.82,-3.59,47,53,73,8.5,11.0
2021-07,Brateyevo,YuAO,215400,235200,897,5.92,5.45,177,66,44,8.5,11.0
2021-08,Brateyevo,YuAO,218700,232700,911,1.56,-1.08,52,58,87,8.5,11.0
2021-09,Brateyevo,YuAO,221700,247700,924,1.37,6.44,181,8,40,8.5,11.0
2021-10,Brateyevo,YuAO,220600,239600,919,-0.52,-3.24,47,8,50,8.5,11.0
2021-11,Brateyevo,YuAO,224900,241200,937,1.96,0.65,125,63,118,8.5,11.0
2021-12,Brateyevo,YuAO,231600,253800,965,3.0,5.21,24,34,59,8.5,11.0
2022-01,Brateyevo,YuAO,219200,238700,913,-5.36,-5.92,99,69,10,20.0,22.5
2022-02,Brateyevo,YuAO,227100,252300,946,3.58,5.69,138,13,14,20.0,22.5
2022-03,Brateyevo,YuAO,218900,242000,912,-3.61,-4.09,184,73,33,20.0,22.5
2022-04,Brateyevo,YuAO,208100,225500,867,-4.94,-6.81,61,71,80,9.5,12.0
2022-05,Brateyevo,YuAO,207600,219600,865,-0.24,-2.62,117,23,27,9.5,12.0
2022-06,Brateyevo,YuAO,221900,244100,925,6.89,11.13,78,39,94,9.5,12.0
2022-07,Brateyevo,YuAO,217200,229300,905,-2.14,-6.07,138,16,43,9.5,12.0
2022-08,Brateyevo,YuAO,237900,275300,991,9.54,20.1,159,62,56,9.5,12.0
2022-09,Brateyevo,YuAO,222800,237900,929,-6.32,-13.6,119,18,80,9.5,12.0
2022-10,Brateyevo,YuAO,231400,251600,964,3.85,5.76,117,44,104,7.5,10.0
2022-11,Brateyevo,YuAO,224000,250800,933,-3.2,-0.31,58,9,111,7.5,10.0
2022-12,Brateyevo,YuAO,236400,256300,985,5.52,2.19,151,70,102,7.5,10.0
2023-01,Brateyevo,YuAO,227600,251900,949,-3.7,-1.73,125,22,82,7.5,10.0
2023-02,Brateyevo,YuAO,240700,263300,1003,5.74,4.53,177,60,70,7.5,10.0
2023-03,Brateyevo,YuAO,243000,258800,1012,0.95,-1.7,111,23,56,7.5,10.0
2023-04,Brateyevo,YuAO,249300,265400,1039,2.6,2.57,54,52,77,7.5,10.0
2023-05,Brateyevo,YuAO,239400,264100,998,-3.97,-0.51,176,12,47,7.5,10.0
2023-06,Brateyevo,YuAO,246400,267200,1027,2.93,1.17,54,7,90,7.5,10.0
2023-07,Brateyevo,YuAO,237700,256800,990,-3.55,-3.91,50,61,83,13.0,15.5
2023-08,Brateyevo,YuAO,245700,270400,1024,3.35,5.32,190,71,47,13.0,15.5
2023-09,Brateyevo,YuAO,251500,285500,1048,2.36,5.58,182,46,98,13.0,15.5
2023-10,Brateyevo,YuAO,259100,286800,1080,3.06,0.46,56,16,107,13.0,15.5
2023-11,Brateyevo,YuAO,249200,279700,1039,-3.82,-2.48,47,69,62,13.0,15.5
2023-12,Brateyevo,YuAO,255500,285900,1064,2.5,2.21,190,44,10,13.0,15.5
2024-01,Brateyevo,YuAO,251500,278700,1048,-1.55,-2.52,48,79,81,16.0,18.5
2024-02,Brateyevo,YuAO,247700,275000,1032,-1.51,-1.31,126,38,40,16.0,18.5
2024-03,Brateyevo,YuAO,260700,280200,1086,5.23,1.88,108,47,47,16.0,18.5
2024-04,Brateyevo,YuAO,255300,267500,1064,-2.04,-4.53,64,58,70,16.0,18.5
2024-05,Brateyevo,YuAO,262200,291400,1092,2.68,8.93,153,55,42,16.0,18.5
2024-06,Brateyevo,YuAO,260900,294700,1087,-0.48,1.13,88,51,40,16.0,18.5
2024-07,Brateyevo,YuAO,267700,293100,1115,2.6,-0.55,118,6,93,16.0,18.5
2024-08,Brateyevo,YuAO,258700,289100,1078,-3.37,-1.37,147,72,95,16.0,18.5
2024-09,Brateyevo,YuAO,243600,265800,1015,-5.83,-8.04,25,30,116,16.0,18.5
2024-10,Brateyevo,YuAO,262600,285400,1094,7.81,7.38,65,43,76,21.0,23.5
2024-11,Brateyevo,YuAO,250700,276800,1044,-4.56,-3.03,68,27,59,21.0,23.5
2024-12,Brateyevo,YuAO,244900,258500,1021,-2.28,-6.61,67,7,62,21.0,23.5
2025-01,Brateyevo,YuAO,246500,266200,1027,0.62,2.98,60,12,20,21.0,23.5
2025-02,Brateyevo,YuAO,251000,273800,1046,1.83,2.83,96,70,19,21.0,23.5
2025-03,Brateyevo,YuAO,255900,280300,1066,1.98,2.39,91,13,65,21.0,23.5
2025-04,Brateyevo,YuAO,250600,278300,1044,-2.09,-0.72,33,75,31,21.0,23.5
2025-05,Brateyevo,YuAO,251200,276200,1047,0.22,-0.75,60,63,114,21.0,23.5
2025-06,Brateyevo,YuAO,247800,262800,1032,-1.35,-4.85,78,36,45,21.0,23.5
2025-07,Brateyevo,YuAO,263400,282300,1097,6.3,7.42,95,16,59,17.0,19.5
2025-08,Brateyevo,YuAO,261500,291300,1089,-0.74,3.2,107,30,16,17.0,19.5
2025-09,Brateyevo,YuAO,264600,306400,1103,1.21,5.16,75,56,40,17.0,19.5
2025-10,Brateyevo,YuAO,251400,281300,1048,-4.98,-8.17,152,18,20,17.0,19.5
2025-11,Brateyevo,YuAO,252800,275800,1053,0.52,-1.98,108,69,104,17.0,19.5
2025-12,Brateyevo,YuAO,255900,284000,1066,1.25,3.0,137,8,117,17.0,19.5
2026-01,Brateyevo,YuAO,252400,276400,1052,-1.37,-2.69,119,14,43,17.0,19.5
2026-02,Brateyevo,YuAO,259300,282200,1080,2.74,2.1,70,24,119,17.0,19.5
2026-03,Brateyevo,YuAO,254900,279200,1062,-1.71,-1.04,181,10,85,17.0,19.5
2026-04,Brateyevo,YuAO,265900,298500,1108,4.32,6.89,172,39,63,17.0,19.5
2020-01,Danilovsky,YuAO,234600,252000,977,,,39,37,53,6.0,8.5
2020-02,Danilovsky,YuAO,238300,264600,993,1.57,5.02,165,48,34,6.0,8.5
2020-03,Danilovsky,YuAO,228300,246100,951,-4.2,-6.99,72,6,14,6.0,8.5
2020-04,Danilovsky,YuAO,252000,277500,1050,10.39,12.75,22,54,49,4.25,6.75
2020-05,Danilovsky,YuAO,251300,283700,1047,-0.26,2.23,193,30,37,4.25,6.75
2020-06,Danilovsky,YuAO,239600,265600,998,-4.65,-6.37,122,21,100,4.25,6.75
2020-07,Danilovsky,YuAO,246700,266900,1028,2.94,0.49,25,11,46,4.25,6.75
2020-08,Danilovsky,YuAO,268600,284000,1119,8.87,6.41,20,62,67,4.25,6.75
2020-09,Danilovsky,YuAO,269100,297200,1121,0.19,4.63,118,7,45,4.25,6.75
2020-10,Danilovsky,YuAO,264800,291200,1103,-1.57,-2.01,83,14,25,4.25,6.75
2020-11,Danilovsky,YuAO,276600,303500,1153,4.45,4.22,76,27,113,4.25,6.75
2020-12,Danilovsky,YuAO,274100,305600,1142,-0.89,0.71,127,31,19,4.25,6.75
2021-01,Danilovsky,YuAO,276300,296700,1151,0.8,-2.93,68,78,83,4.25,6.75
2021-02,Danilovsky,YuAO,290500,305800,1210,5.12,3.06,110,73,109,4.25,6.75
2021-03,Danilovsky,YuAO,273800,305400,1141,-5.76,-0.13,43,14,107,4.25,6.75
2021-04,Danilovsky,YuAO,291900,330000,1216,6.62,8.05,176,64,31,8.5,11.0
2021-05,Danilovsky,YuAO,284700,312600,1186,-2.47,-5.26,100,72,83,8.5,11.0
2021-06,Danilovsky,YuAO,293900,341000,1225,3.25,9.08,154,21,71,8.5,11.0
2021-07,Danilovsky,YuAO,300700,333200,1253,2.31,-2.27,144,57,95,8.5,11.0
2021-08,Danilovsky,YuAO,304300,344300,1268,1.19,3.34,86,75,107,8.5,11.0
2021-09,Danilovsky,YuAO,305600,351600,1273,0.41,2.12,192,34,90,8.5,11.0
2021-10,Danilovsky,YuAO,311400,343900,1298,1.91,-2.21,33,14,28,8.5,11.0
2021-11,Danilovsky,YuAO,323900,356000,1350,4.01,3.52,81,8,55,8.5,11.0
2021-12,Danilovsky,YuAO,312700,338500,1303,-3.45,-4.91,119,67,83,8.5,11.0
2022-01,Danilovsky,YuAO,324000,345200,1350,3.6,1.99,159,19,86,20.0,22.5
2022-02,Danilovsky,YuAO,307700,330700,1282,-5.03,-4.2,137,47,96,20.0,22.5
2022-03,Danilovsky,YuAO,319700,356800,1332,3.89,7.9,53,13,66,20.0,22.5
2022-04,Danilovsky,YuAO,309800,325400,1291,-3.07,-8.8,46,55,12,9.5,12.0
2022-05,Danilovsky,YuAO,310300,329200,1293,0.14,1.16,193,20,115,9.5,12.0
2022-06,Danilovsky,YuAO,318200,359900,1326,2.55,9.32,142,6,72,9.5,12.0
2022-07,Danilovsky,YuAO,312800,349400,1303,-1.7,-2.92,110,64,49,9.5,12.0
2022-08,Danilovsky,YuAO,314900,339500,1312,0.68,-2.82,76,62,99,9.5,12.0
2022-09,Danilovsky,YuAO,326700,367000,1361,3.75,8.11,53,66,69,9.5,12.0
2022-10,Danilovsky,YuAO,314800,335500,1312,-3.65,-8.59,125,17,36,7.5,10.0
2022-11,Danilovsky,YuAO,318200,348900,1326,1.06,3.99,162,17,99,7.5,10.0
2022-12,Danilovsky,YuAO,334100,368500,1392,5.0,5.63,87,12,97,7.5,10.0
2023-01,Danilovsky,YuAO,326500,380000,1360,-2.26,3.13,111,73,99,7.5,10.0
2023-02,Danilovsky,YuAO,330800,363300,1378,1.31,-4.4,186,61,80,7.5,10.0
2023-03,Danilovsky,YuAO,330600,364300,1378,-0.05,0.26,111,29,45,7.5,10.0
2023-04,Danilovsky,YuAO,352100,388500,1467,6.5,6.65,40,24,117,7.5,10.0
2023-05,Danilovsky,YuAO,340000,392800,1417,-3.44,1.1,169,6,76,7.5,10.0
2023-06,Danilovsky,YuAO,346400,376800,1443,1.88,-4.07,54,56,71,7.5,10.0
2023-07,Danilovsky,YuAO,353800,396500,1474,2.14,5.22,43,21,54,13.0,15.5
2023-08,Danilovsky,YuAO,360800,407500,1503,1.96,2.78,28,9,81,13.0,15.5
2023-09,Danilovsky,YuAO,346600,381400,1444,-3.93,-6.39,90,9,65,13.0,15.5
2023-10,Danilovsky,YuAO,361100,388100,1505,4.18,1.74,69,33,111,13.0,15.5
2023-11,Danilovsky,YuAO,352500,380700,1469,-2.37,-1.91,149,47,95,13.0,15.5
2023-12,Danilovsky,YuAO,352500,399200,1469,0.0,4.87,35,39,55,13.0,15.5
2024-01,Danilovsky,YuAO,361000,403400,1504,2.41,1.04,21,20,85,16.0,18.5
2024-02,Danilovsky,YuAO,369800,416100,1541,2.43,3.16,166,22,78,16.0,18.5
2024-03,Danilovsky,YuAO,346400,373500,1443,-6.31,-10.25,74,46,113,16.0,18.5
2024-04,Danilovsky,YuAO,364800,409200,1520,5.29,9.56,158,59,61,16.0,18.5
2024-05,Danilovsky,YuAO,359300,366800,1497,-1.5,-10.35,56,42,82,16.0,18.5
2024-06,Danilovsky,YuAO,350500,379600,1460,-2.46,3.49,24,65,117,16.0,18.5
2024-07,Danilovsky,YuAO,354600,398600,1477,1.17,5.01,38,16,25,16.0,18.5
2024-08,Danilovsky,YuAO,366300,395400,1526,3.32,-0.82,65,26,102,16.0,18.5
2024-09,Danilovsky,YuAO,350300,392000,1459,-4.38,-0.86,98,55,71,16.0,18.5
2024-10,Danilovsky,YuAO,366700,392700,1528,4.68,0.19,63,68,100,21.0,23.5
2024-11,Danilovsky,YuAO,357700,392100,1491,-2.44,-0.16,47,40,100,21.0,23.5
2024-12,Danilovsky,YuAO,356400,395900,1485,-0.37,0.99,156,56,48,21.0,23.5
2025-01,Danilovsky,YuAO,342300,380800,1426,-3.95,-3.83,57,7,48,21.0,23.5
2025-02,Danilovsky,YuAO,358100,373600,1492,4.6,-1.88,36,61,95,21.0,23.5
2025-03,Danilovsky,YuAO,340100,387600,1417,-5.03,3.74,40,10,60,21.0,23.5
2025-04,Danilovsky,YuAO,341500,376200,1423,0.41,-2.93,87,73,89,21.0,23.5
2025-05,Danilovsky,YuAO,334400,370700,1393,-2.08,-1.47,180,24,112,21.0,23.5
2025-06,Danilovsky,YuAO,372900,434200,1554,11.52,17.13,47,70,19,21.0,23.5
2025-07,Danilovsky,YuAO,362800,408500,1512,-2.7,-5.91,169,18,50,17.0,19.5
2025-08,Danilovsky,YuAO,353500,380500,1473,-2.58,-6.87,186,41,53,17.0,19.5
2025-09,Danilovsky,YuAO,358000,382500,1492,1.29,0.53,124,51,83,17.0,19.5
2025-10,Danilovsky,YuAO,365500,413100,1523,2.09,8.02,164,19,63,17.0,19.5
2025-11,Danilovsky,YuAO,350800,385700,1462,-4.01,-6.64,41,43,67,17.0,19.5
2025-12,Danilovsky,YuAO,363300,422400,1514,3.57,9.51,114,28,21,17.0,19.5
2026-01,Danilovsky,YuAO,347400,379700,1447,-4.4,-10.09,106,25,24,17.0,19.5
2026-02,Danilovsky,YuAO,359100,398500,1496,3.38,4.93,30,47,104,17.0,19.5
2026-03,Danilovsky,YuAO,352200,389500,1467,-1.93,-2.24,135,60,58,17.0,19.5
2026-04,Danilovsky,YuAO,360100,420900,1501,2.26,8.04,123,65,47,17.0,19.5
2020-01,Donskoy,YuAO,237500,267300,990,,,135,78,88,6.0,8.5
2020-02,Donskoy,YuAO,256300,289900,1068,7.91,8.44,71,27,62,6.0,8.5
2020-03,Donskoy,YuAO,247900,267100,1033,-3.27,-7.86,56,28,98,6.0,8.5
2020-04,Donskoy,YuAO,262800,292200,1095,6.0,9.42,158,71,89,4.25,6.75
2020-05,Donskoy,YuAO,257200,278100,1072,-2.12,-4.85,89,14,65,4.25,6.75
2020-06,Donskoy,YuAO,265100,286900,1105,3.06,3.19,104,11,94,4.25,6.75
2020-07,Donskoy,YuAO,266400,300200,1110,0.48,4.63,24,47,101,4.25,6.75
