id,date_posted,complex_id,complex_name,developer,complex_class,district,okrug,lat,lon,total_area,rooms,floor,total_floors,completion_year,ready_status,metro_station,metro_line,metro_distance_min,to_center_km,price_rub,price_per_sqm,deal_type,subsidized_mortgage,mortgage_rate_at_listing
N004862,2024-02-01,NB0227,Green Park Residence,LSR,comfort,Yakimanka,CAO,55.7381,37.5844,49.9,2,18,30,2026,under_construction,Studencheskaya,Filyovskaya,38,2.88,26485000,530800,trade-in,True,18.5
N004863,2023-06-26,NB0054,Buninskie Luga Residence,GK Granel,business,Timiryazevsky,SAO,55.81992,37.56548,97.1,4,13,25,2025,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,8,8.12,47043000,484500,DDU,True,10.0
N004864,2024-10-03,NB0210,Silver Park Residence,GK Granel,business,Moskvorechye-Saburovo,YuAO,55.63553,37.64975,62.4,2,20,25,2026,under_construction,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,47,13.29,18671000,299200,DDU,False,23.5
N004865,2024-11-26,NB0075,Sheremetyevsky Residence,LSR,business,Obruchevsky,YuZAO,55.65353,37.56344,67.7,2,15,17,2027,under_construction,Profsoyuznaya,Kaluzhsko-Rizhskaya,33,11.73,30281000,447300,installment,False,23.5
N004866,2022-03-11,NB0227,Green Park Residence,LSR,comfort,Yakimanka,CAO,55.7381,37.5844,72.6,3,19,30,2026,under_construction,Belorusskaya,Koltsevaya,53,2.88,35937000,495000,trade-in,True,22.5
N004867,2025-09-11,NB0097,Green Park Residence,GK Granel,comfort,Severnoye Izmaylovo,VAO,55.80327,37.80043,57.7,2,12,25,2028,under_construction,Shchyolkovskaya,Arbatsko-Pokrovskaya,12,12.5,15461000,267900,trade-in,False,19.5
N004868,2025-05-30,NB0017,Scandinavia Residence,Capital Group,economy,Sokolinaya Gora,VAO,55.78613,37.74039,41.8,1,17,22,2026,under_construction,Semyonovskaya,Arbatsko-Pokrovskaya,22,8.29,9047000,216400,FZ214,False,23.5
N004869,2025-03-17,NB0020,Headliner Residence,FSK,comfort,Zyablikovo,YuAO,55.61787,37.71588,60.6,2,27,30,2026,under_construction,Nagornaya,Serpukhovsko-Timiryazevskaya,108,16.26,11634000,192000,DDU,False,23.5
N004870,2025-08-28,NB0012,Polar Residence,INGRAD,business,Vnukovskoye,NAO,55.65052,37.30897,75.0,3,29,30,2027,under_construction,Polezhaevskaya,Tagansko-Krasnopresnenskaya,231,22.67,18909000,252100,installment,False,19.5
N004871,2024-09-21,NB0129,Green Park Residence,FSK,economy,Severnoye Tushino,SZAO,55.85688,37.40915,42.7,1,14,17,2025,under_construction,Pushkinskaya,Tagansko-Krasnopresnenskaya,194,17.49,9213000,215800,DDU,False,18.5
N004872,2021-01-24,NB0119,Alye Parusa Residence,MR Group,comfort,Pervomayskoye,TAO,55.44192,37.09152,30.9,1,16,25,2027,under_construction,Tyoply Stan,Kaluzhsko-Rizhskaya,391,48.05,2407000,77900,installment,True,6.75
N004873,2023-10-12,NB0077,Headliner Residence,Samolet,economy,Meshchansky,CAO,55.78317,37.66762,33.5,0,27,35,2025,under_construction,Turgenevskaya,Kaluzhsko-Rizhskaya,32,4.38,12004000,358300,FZ214,True,15.5
N004874,2022-11-11,NB0182,Preobrazhenie Residence,MR Group,economy,Zapadnoye Degunino,SAO,55.84376,37.52338,76.7,3,14,22,2026,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,51,11.7,11917000,155400,DDU,True,10.0
N004875,2026-04-10,NB0144,ZILART Residence,LSR,comfort,Babushkinsky,SVAO,55.86778,37.64188,53.7,2,22,22,2026,completed,Sviblovo,Kaluzhsko-Rizhskaya,25,12.73,12692000,236400,DDU,False,19.5
N004876,2023-05-13,NB0102,Level Residence,PIK,business,Filimonkovskoye,NAO,55.58863,37.40128,65.5,2,17,22,2026,under_construction,Sokol,Zamoskvoretskaya,308,22.96,12544000,191500,trade-in,True,10.0
N004877,2022-09-02,NB0099,Discovery Park Residence,GK Granel,economy,Moskovsky,NAO,55.59835,37.33556,46.3,1,7,30,2026,under_construction,Tyoply Stan,Kaluzhsko-Rizhskaya,137,24.88,6761000,146000,DDU,True,12.0
N004878,2023-03-10,NB0170,Sheremetyevsky Residence,Etalon,economy,Brateyevo,YuAO,55.63503,37.73292,78.4,3,25,25,2025,under_construction,Novoslobodskaya,Koltsevaya,222,14.97,11819000,150800,DDU,True,10.0
N004879,2022-01-18,NB0141,Level Residence,Samolet,business,Konkovo,YuZAO,55.63533,37.51071,45.9,1,2,25,2024,under_construction,Prospekt Vernadskogo,Sokolnicheskaya,60,14.88,16394000,357200,FZ214,True,22.5
N004880,2021-04-18,NB0205,Preobrazhenie Residence,MR Group,business,Mosrentgen,NAO,55.62061,37.49007,85.7,4,15,30,2025,under_construction,Tyoply Stan,Kaluzhsko-Rizhskaya,11,16.94,19902000,232200,installment,True,11.0
N004881,2023-09-28,NB0043,Buninskie Luga Residence,Capital Group,comfort,Donskoy,YuAO,55.72202,37.57974,59.8,2,26,30,2027,under_construction,Shabolovskaya,Kaluzhsko-Rizhskaya,27,4.38,16363000,273600,DDU,True,15.5
N004882,2022-01-23,NB0240,Green Park Residence,GK Granel,economy,Rostokino,SVAO,55.82905,37.6326,64.9,2,9,30,2026,under_construction,VDNKh,Kaluzhsko-Rizhskaya,16,8.39,14999000,231100,DDU,True,22.5
N004883,2023-03-12,NB0046,Sheremetyevsky Residence,PIK,economy,Ryazanovskoye,NAO,55.46018,37.48158,53.2,1,15,22,2026,under_construction,Universitet,Sokolnicheskaya,312,33.81,6483000,121900,DDU,True,10.0
N004884,2023-10-06,NB0232,Symbol Residence,GK A101,business,Khovrino,SAO,55.87676,37.47175,71.9,3,5,17,2026,under_construction,Sviblovo,Kaluzhsko-Rizhskaya,145,16.53,23058000,320700,DDU,True,15.5
N004885,2021-05-18,NB0004,Severny Residence,LSR,business,Sokolinaya Gora,VAO,55.79487,37.71711,29.8,0,6,17,2027,under_construction,Preobrazhenskaya Ploshchad,Sokolnicheskaya,6,7.55,9489000,318400,trade-in,True,11.0
N004886,2024-11-25,NB0064,Polar Residence,LSR,premium,Mosrentgen,NAO,55.6173,37.47993,29.0,1,5,25,2025,under_construction,Novoslobodskaya,Koltsevaya,236,17.57,8972000,309400,DDU,False,23.5
N004887,2025-10-23,NB0143,Silver Park Residence,Capital Group,business,Voronovskoye,TAO,55.28896,37.18444,35.0,0,2,25,2025,completed,Ploshchad Revolyutsii,Arbatsko-Pokrovskaya,707,58.54,4179000,119400,trade-in,False,19.5
N004888,2022-07-09,NB0244,Headliner Residence,DONSTROY,economy,Meshchansky,CAO,55.80616,37.64868,56.6,2,11,25,2025,under_construction,Rizhskaya,Kaluzhsko-Rizhskaya,22,6.07,21044000,371800,DDU,True,12.0
N004889,2022-07-30,NB0018,Discovery Park Residence,GK Granel,business,Preobrazhenskoye,VAO,55.78871,37.70384,78.0,3,13,17,2024,under_construction,Komsomolskaya,Koltsevaya,40,6.48,22615000,289900,DDU,True,12.0
N004890,2021-05-18,NB0098,Green Park Residence,DONSTROY,economy,Cheryomushki,YuZAO,55.68081,37.53792,76.0,3,8,22,2026,under_construction,Sportivnaya,Sokolnicheskaya,64,9.64,17182000,226100,installment,True,11.0
N004891,2021-08-26,NB0207,Symbol Residence,Capital Group,comfort,Ryazanovskoye,NAO,55.45873,37.5218,48.5,2,11,35,2024,under_construction,Voykovskaya,Zamoskvoretskaya,485,33.41,5768000,118900,trade-in,True,11.0
N004892,2025-09-05,NB0232,Symbol Residence,GK A101,business,Khovrino,SAO,55.87676,37.47175,70.0,2,9,17,2026,under_construction,Mayakovskaya,Zamoskvoretskaya,170,16.53,19328000,276100,trade-in,False,19.5
N004893,2025-02-14,NB0048,Preobrazhenie Residence,INGRAD,comfort,Troparyovo-Nikulino,ZAO,55.66534,37.4561,29.5,1,15,25,2027,under_construction,Yugo-Zapadnaya,Sokolnicheskaya,28,14.26,10146000,343900,DDU,False,23.5
N004894,2022-08-28,NB0050,Metropolia Residence,MR Group,comfort,Rogovskoye,TAO,55.28408,37.00679,48.7,1,18,22,2025,under_construction,Fili,Filyovskaya,731,64.99,3681000,75600,FZ214,True,12.0
N004895,2022-04-15,NB0026,Odintsovo-1 Residence,INGRAD,comfort,Maryina Roshcha,SVAO,55.77212,37.57293,28.3,1,3,17,2027,under_construction,Taganskaya,Koltsevaya,76,3.62,6637000,234500,trade-in,True,12.0
N004896,2022-08-02,NB0213,Discovery Park Residence,FSK,premium,Orekhovo-Borisovo Severnoye,YuAO,55.60002,37.71597,52.9,1,27,30,2024,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,144,18.12,16841000,318400,trade-in,True,12.0
N004897,2022-06-25,NB0240,Green Park Residence,GK Granel,economy,Rostokino,SVAO,55.82905,37.6326,86.3,4,18,30,2026,under_construction,Borovitskaya,Serpukhovsko-Timiryazevskaya,111,8.39,14551000,168600,FZ214,True,12.0
N004898,2024-03-11,NB0089,Severny Residence,LSR,economy,Mosrentgen,NAO,55.62106,37.49492,57.1,2,25,30,2027,under_construction,Profsoyuznaya,Kaluzhsko-Rizhskaya,92,16.75,8141000,142600,trade-in,True,18.5
N004899,2022-11-28,NB0120,Level Residence,PIK,comfort,Dorogomilovo,ZAO,55.74612,37.55476,62.4,2,2,25,2025,under_construction,Vystavochnaya,Filyovskaya,12,4.22,31891000,511100,trade-in,True,10.0
N004900,2023-06-04,NB0249,Triumph Palace Residence,GK A101,comfort,Novo-Peredelkino,ZAO,55.67967,37.31219,39.3,1,10,17,2027,under_construction,Kutuzovskaya,Filyovskaya,190,21.02,8804000,224000,DDU,True,10.0
N004901,2023-12-24,NB0034,Mitino O2 Residence,DONSTROY,business,Meshchansky,CAO,55.79233,37.59288,32.4,0,12,17,2025,under_construction,Trubnaya,Lyublinsko-Dmitrovskaya,41,4.62,19918000,614800,DDU,True,15.5
N004902,2023-06-30,NB0006,Preobrazhenie Residence,GK Granel,comfort,Klyonovskoye,TAO,55.26801,37.45304,71.6,3,25,25,2027,under_construction,Ugreshskaya,MCC,612,55.05,5578000,77900,DDU,True,10.0
N004903,2025-02-28,NB0188,Silver Park Residence,INGRAD,comfort,Marushkinskoye,NAO,55.57018,37.24158,51.7,2,13,17,2028,under_construction,Okhotny Ryad,Sokolnicheskaya,381,31.35,6299000,121800,DDU,False,23.5
N004904,2022-01-01,NB0070,Prokshino Residence,Samolet,comfort,Novokosino,VAO,55.72594,37.8526,22.0,0,5,17,2025,under_construction,Shchyolkovskaya,Arbatsko-Pokrovskaya,120,14.84,3855000,175200,trade-in,True,22.5
N004905,2021-10-27,NB0200,ZILART Residence,DONSTROY,comfort,Arbat,CAO,55.75011,37.59052,62.3,2,18,30,2026,under_construction,Kuznetsky Most,Tagansko-Krasnopresnenskaya,31,1.94,28663000,460100,DDU,True,11.0
N004906,2025-06-03,NB0123,Severny Residence,DONSTROY,comfort,Severnoye Butovo,YuZAO,55.5804,37.60987,76.1,3,7,22,2026,under_construction,Molodyozhnaya,Arbatsko-Pokrovskaya,258,19.3,19507000,256300,trade-in,False,23.5
N004907,2024-09-09,NB0123,Severny Residence,DONSTROY,comfort,Severnoye Butovo,YuZAO,55.5804,37.60987,90.4,4,6,22,2026,under_construction,Universitet,Sokolnicheskaya,162,19.3,21604000,239000,DDU,False,18.5
N004908,2021-11-28,NB0235,Headliner Residence,DONSTROY,comfort,Yuzhnoye Tushino,SZAO,55.83925,37.41747,72.5,3,23,25,2025,under_construction,Mayakovskaya,Zamoskvoretskaya,168,15.86,17469000,240900,DDU,True,11.0
N004909,2025-05-17,NB0077,Headliner Residence,Samolet,economy,Meshchansky,CAO,55.78317,37.66762,76.4,3,20,35,2025,completed,Kurskaya,Koltsevaya,36,4.38,27506000,360000,DDU,False,23.5
N004910,2026-01-21,NB0167,Sheremetyevsky Residence,Etalon,business,Filimonkovskoye,NAO,55.5538,37.38977,72.6,3,8,30,2026,completed,Sokol,Zamoskvoretskaya,354,26.55,16619000,228900,trade-in,False,19.5
N004911,2025-07-22,NB0224,Silver Park Residence,Samolet,business,Shchukino,SZAO,55.81969,37.46215,39.1,1,16,22,2027,under_construction,Okhotny Ryad,Sokolnicheskaya,145,12.33,17025000,435400,FZ214,False,19.5
N004912,2021-04-14,NB0022,Sheremetyevsky Residence,Etalon,comfort,Yasenevo,YuZAO,55.62416,37.52992,53.2,2,17,22,2024,under_construction,Strogino,Arbatsko-Pokrovskaya,255,15.51,11911000,223900,FZ214,True,11.0
N004913,2023-09-18,NB0033,Scandinavia Residence,Samolet,economy,Kurkino,SZAO,55.87677,37.38427,67.6,2,15,17,2026,under_construction,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,37,20.13,17652000,261100,FZ214,True,15.5
N004914,2022-12-21,NB0160,Severny Residence,INGRAD,business,Rostokino,SVAO,55.83478,37.66653,56.7,2,16,22,2026,under_construction,Partizanskaya,Arbatsko-Pokrovskaya,92,9.44,17460000,307900,DDU,True,10.0
N004915,2021-08-13,NB0200,ZILART Residence,DONSTROY,comfort,Arbat,CAO,55.75011,37.59052,68.5,2,4,30,2026,under_construction,Tverskaya,Zamoskvoretskaya,25,1.94,33717000,492200,FZ214,True,11.0
N004916,2025-06-26,NB0215,Level Residence,PIK,comfort,Pervomayskoye,TAO,55.4768,37.08127,66.0,2,31,35,2026,under_construction,Aleksandrovsky Sad,Filyovskaya,548,45.8,5868000,88900,FZ214,False,23.5
N004917,2025-07-24,NB0053,Scandinavia Residence,INGRAD,comfort,Orekhovo-Borisovo Severnoye,YuAO,55.6359,37.69343,58.0,2,6,25,2027,under_construction,Proletarskaya,Tagansko-Krasnopresnenskaya,133,13.89,10949000,188800,trade-in,False,19.5
N004918,2024-05-20,NB0074,Polar Residence,GK Granel,economy,Mitino,SZAO,55.83551,37.3539,59.5,2,1,25,2027,under_construction,Sokol,Zamoskvoretskaya,131,18.99,11467000,192700,DDU,True,18.5
N004919,2022-06-05,NB0221,Preobrazhenie Residence,DONSTROY,comfort,Khoroshyovsky,SAO,55.77211,37.55729,46.0,1,14,22,2027,under_construction,Ulitsa 1905 Goda,Tagansko-Krasnopresnenskaya,13,4.46,14776000,321200,FZ214,True,12.0
N004920,2022-07-21,NB0168,Buninskie Luga Residence,INGRAD,comfort,Metrogorodok,VAO,55.8197,37.7525,46.3,2,8,30,2025,under_construction,Pervomayskaya,Arbatsko-Pokrovskaya,48,11.01,6927000,149600,DDU,True,12.0
N004921,2022-01-21,NB0171,Symbol Residence,PIK,comfort,Sokol,SAO,55.80188,37.50507,66.7,2,3,25,2026,under_construction,Prospekt Mira,Koltsevaya,107,8.99,17712000,265500,DDU,True,22.5
N004922,2021-10-06,NB0175,Green Park Residence,Etalon,economy,Molzhaninovsky,SAO,55.96218,37.41063,37.0,1,10,22,2028,under_construction,Sokolniki,Sokolnicheskaya,311,26.62,4932000,133300,FZ214,True,11.0
N004923,2026-04-12,NB0100,Triumph Palace Residence,GK Granel,business,Orekhovo-Borisovo Yuzhnoye,YuAO,55.61289,37.72751,50.5,1,2,30,2027,under_construction,Perovo,Kalininskaya,194,17.05,13000000,257400,FZ214,False,19.5
N004924,2025-04-09,NB0158,Alye Parusa Residence,LSR,comfort,Yaroslavsky,SVAO,55.87862,37.67207,22.0,0,16,17,2027,under_construction,Ugreshskaya,MCC,238,14.23,4433000,201500,FZ214,False,23.5
N004925,2024-08-07,NB0129,Green Park Residence,FSK,economy,Severnoye Tushino,SZAO,55.85688,37.40915,53.9,2,7,17,2025,under_construction,Sokol,Zamoskvoretskaya,105,17.49,12272000,227700,DDU,False,18.5
N004926,2021-02-26,NB0101,Odintsovo-1 Residence,GK A101,business,Beskudnikovsky,SAO,55.87848,37.53487,68.5,3,25,35,2024,under_construction,Park Kultury,Koltsevaya,195,14.86,15658000,228600,DDU,True,6.75
N004927,2025-10-22,NB0236,ZILART Residence,PIK,comfort,Mikhaylovo-Yartsevskoye,TAO,55.40128,37.21505,103.5,4,8,22,2027,under_construction,Kropotkinskaya,Sokolnicheskaya,547,46.77,10298000,99500,DDU,False,19.5
N004928,2026-01-29,NB0117,Severny Residence,INGRAD,economy,Shchukino,SZAO,55.81572,37.44812,97.7,4,17,30,2026,completed,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,98,12.8,26423000,270500,DDU,False,19.5
N004929,2021-02-21,NB0222,Level Residence,PIK,economy,Mitino,SZAO,55.85379,37.34795,37.2,0,18,35,2026,under_construction,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,13,20.35,7780000,209100,DDU,True,6.75
N004930,2021-02-21,NB0080,Scandinavia Residence,FSK,economy,Rostokino,SVAO,55.82982,37.64905,40.5,1,1,22,2027,under_construction,Rechnoy Vokzal,Zamoskvoretskaya,135,8.62,5210000,128700,DDU,True,6.75
N004931,2022-06-13,NB0017,Scandinavia Residence,Capital Group,economy,Sokolinaya Gora,VAO,55.78613,37.74039,60.1,2,3,22,2026,under_construction,VDNKh,Kaluzhsko-Rizhskaya,90,8.29,9505000,158200,FZ214,True,12.0
N004932,2026-03-02,NB0060,Mitino O2 Residence,MR Group,economy,Severnoye Izmaylovo,VAO,55.82483,37.8138,32.3,1,7,17,2026,completed,Kropotkinskaya,Sokolnicheskaya,193,14.42,6145000,190200,FZ214,False,19.5
N004933,2023-08-01,NB0150,Buninskie Luga Residence,MR Group,business,Danilovsky,YuAO,55.70866,37.65499,46.2,2,18,22,2026,under_construction,Novokuznetskaya,Zamoskvoretskaya,55,5.47,16053000,347500,DDU,True,15.5
N004934,2026-03-01,NB0226,Buninskie Luga Residence,Etalon,comfort,Kievsky,TAO,55.40414,36.74735,51.1,1,22,25,2027,under_construction,Chekhovskaya,Serpukhovsko-Timiryazevskaya,808,67.28,4543000,88900,trade-in,False,19.5
N004935,2023-11-14,NB0070,Prokshino Residence,Samolet,comfort,Novokosino,VAO,55.72594,37.8526,93.8,4,13,17,2025,under_construction,Perovo,Kalininskaya,63,14.84,20130000,214600,DDU,True,15.5
N004936,2023-03-18,NB0025,Sheremetyevsky Residence,PIK,comfort,Izmaylovo,VAO,55.78864,37.77865,40.5,1,14,25,2028,under_construction,Tretyakovskaya,Kalininskaya,135,10.6,9100000,224700,installment,True,10.0
N004937,2021-09-30,NB0150,Buninskie Luga Residence,MR Group,business,Danilovsky,YuAO,55.70866,37.65499,74.3,2,7,22,2026,under_construction,Okhotny Ryad,Sokolnicheskaya,72,5.47,23372000,314600,trade-in,True,11.0
N004938,2023-09-11,NB0079,Level Residence,MR Group,comfort,Cheryomushki,YuZAO,55.66735,37.51439,76.8,3,20,22,2028,under_construction,Tyoply Stan,Kaluzhsko-Rizhskaya,72,11.71,22893000,298100,DDU,True,15.5
N004939,2023-03-03,NB0069,Losiny Ostrov Residence,GK Granel,comfort,Zyuzino,YuZAO,55.65107,37.57902,24.5,0,13,30,2026,under_construction,Bagrationovskaya,Filyovskaya,135,11.73,6786000,277000,DDU,True,10.0
N004940,2021-11-07,NB0113,Preobrazhenie Residence,Samolet,business,Strogino,SZAO,55.80877,37.41601,48.3,2,9,17,2027,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,120,14.18,19765000,409200,trade-in,True,11.0
N004941,2025-08-18,NB0233,Headliner Residence,GK A101,premium,Cheryomushki,YuZAO,55.66814,37.57402,71.2,2,28,30,2026,under_construction,Kakhovskaya,Bolshaya Koltsevaya,28,9.98,44774000,628900,DDU,False,19.5
N004942,2025-10-27,NB0229,Severny Residence,Etalon,economy,Novogireyevo,VAO,55.74465,37.8309,64.3,2,16,22,2024,completed,Perovo,Kalininskaya,39,13.19,11723000,182300,installment,False,19.5
N004943,2023-10-02,NB0224,Silver Park Residence,Samolet,business,Shchukino,SZAO,55.81969,37.46215,53.9,1,20,22,2027,under_construction,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,111,12.33,21937000,407000,DDU,True,15.5
N004944,2025-12-10,NB0194,Headliner Residence,PIK,comfort,Shcherbinka,NAO,55.49888,37.55046,65.1,2,27,30,2024,completed,Perovo,Kalininskaya,382,28.7,10522000,161600,DDU,False,19.5
N004945,2022-04-05,NB0130,Silver Park Residence,Capital Group,economy,Solntsevo,ZAO,55.64274,37.36607,67.0,2,17,30,2025,under_construction,Polezhaevskaya,Tagansko-Krasnopresnenskaya,214,20.19,12558000,187400,DDU,True,12.0
N004946,2022-09-02,NB0007,Headliner Residence,MR Group,premium,Beskudnikovsky,SAO,55.88193,37.58654,32.4,1,25,25,2025,under_construction,Frunzenskaya,Sokolnicheskaya,213,14.4,12651000,390500,installment,True,12.0
N004947,2025-11-14,NB0062,Symbol Residence,PIK,economy,Sokolniki,VAO,55.77626,37.69968,63.4,2,18,30,2026,under_construction,Komsomolskaya,Koltsevaya,39,5.53,14845000,234200,DDU,False,19.5
N004948,2022-05-10,NB0103,Mitino O2 Residence,GK A101,economy,Meshchansky,CAO,55.75909,37.65415,24.3,0,22,25,2028,under_construction,Okhotny Ryad,Sokolnicheskaya,31,2.17,8441000,347400,DDU,True,12.0
N004949,2026-02-24,NB0045,Polar Residence,PIK,economy,Zamoskvorechye,CAO,55.73466,37.61548,47.7,1,13,30,2025,completed,Kropotkinskaya,Sokolnicheskaya,18,2.17,23209000,486600,installment,False,19.5
N004950,2025-08-16,NB0160,Severny Residence,INGRAD,business,Rostokino,SVAO,55.83478,37.66653,22.0,0,4,22,2026,under_construction,Ploshchad Revolyutsii,Arbatsko-Pokrovskaya,111,9.44,6521000,296400,DDU,False,19.5
N004951,2023-08-23,NB0066,ZILART Residence,FSK,comfort,Savyolovsky,SAO,55.78104,37.56738,22.0,0,1,25,2027,under_construction,Belorusskaya,Koltsevaya,16,4.5,7381000,335500,installment,True,15.5
N004952,2024-07-07,NB0093,Prokshino Residence,GK Granel,comfort,Voronovskoye,TAO,55.30584,37.19416,62.2,3,22,22,2025,under_construction,Kantemirovskaya,Zamoskvoretskaya,567,56.6,5835000,93800,FZ214,False,18.5
N004953,2023-12-04,NB0019,Metropolia Residence,Etalon,economy,Marfino,SVAO,55.84639,37.58511,55.2,2,21,30,2026,under_construction,Ulitsa Podbelskogo,Sokolnicheskaya,125,10.52,10251000,185700,FZ214,True,15.5
N004954,2025-02-28,NB0121,Mitino O2 Residence,GK Granel,economy,Veshnyaki,VAO,55.73018,37.81204,41.3,1,27,30,2027,under_construction,Novogireyevo,Kalininskaya,30,12.26,7294000,176600,DDU,False,23.5
N004955,2026-03-14,NB0191,Symbol Residence,GK A101,economy,Vostochny,VAO,55.82716,37.86336,48.2,2,23,30,2025,completed,Lubyanka,Sokolnicheskaya,206,17.21,8294000,172100,FZ214,False,19.5
N004956,2023-11-09,NB0075,Sheremetyevsky Residence,LSR,business,Obruchevsky,YuZAO,55.65353,37.56344,95.3,4,17,17,2027,under_construction,Profsoyuznaya,Kaluzhsko-Rizhskaya,34,11.73,40986000,430100,trade-in,True,15.5
N004957,2021-06-18,NB0079,Level Residence,MR Group,comfort,Cheryomushki,YuZAO,55.66735,37.51439,52.9,1,15,22,2028,under_construction,Kitay-Gorod,Kaluzhsko-Rizhskaya,149,11.71,13970000,264100,installment,True,11.0
N004958,2025-10-15,NB0240,Green Park Residence,GK Granel,economy,Rostokino,SVAO,55.82905,37.6326,52.4,1,2,30,2026,under_construction,Sviblovo,Kaluzhsko-Rizhskaya,40,8.39,10581000,201900,DDU,False,19.5
N004959,2022-08-12,NB0042,Scandinavia Residence,Etalon,comfort,Izmaylovo,VAO,55.78462,37.75751,43.4,1,7,25,2026,under_construction,Rimskaya,Lyublinsko-Dmitrovskaya,83,9.21,8686000,200100,DDU,True,12.0
N004960,2022-03-20,NB0084,Prokshino Residence,LSR,business,Novo-Peredelkino,ZAO,55.66322,37.35316,80.8,3,4,17,2026,under_construction,Smolenskaya (AP),Arbatsko-Pokrovskaya,208,19.56,23803000,294600,DDU,True,22.5
N004961,2022-11-10,NB0141,Level Residence,Samolet,business,Konkovo,YuZAO,55.63533,37.51071,68.7,2,18,25,2024,under_construction,Sportivnaya,Sokolnicheskaya,126,14.88,22768000,331400,FZ214,True,10.0
N004962,2024-05-11,NB0187,Metropolia Residence,Capital Group,economy,Yasenevo,YuZAO,55.60108,37.55142,41.9,1,10,22,2025,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,20,17.54,10343000,246800,DDU,True,18.5
N004963,2023-03-19,NB0022,Sheremetyevsky Residence,Etalon,comfort,Yasenevo,YuZAO,55.62416,37.52992,24.7,0,12,22,2024,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,25,15.51,7247000,293400,DDU,True,10.0
N004964,2022-06-24,NB0190,Triumph Palace Residence,FSK,economy,Koptevo,SAO,55.84371,37.51231,47.2,1,11,25,2027,under_construction,Park Pobedy,Arbatsko-Pokrovskaya,148,12.07,7527000,159500,trade-in,True,12.0
N004965,2021-12-21,NB0062,Symbol Residence,PIK,economy,Sokolniki,VAO,55.77626,37.69968,47.8,1,2,30,2026,under_construction,Begovaya,Tagansko-Krasnopresnenskaya,114,5.53,8359000,174900,DDU,True,11.0
N004966,2025-11-23,NB0139,Preobrazhenie Residence,DONSTROY,premium,Preobrazhenskoye,VAO,55.77714,37.74446,79.2,3,30,30,2027,under_construction,Proletarskaya,Tagansko-Krasnopresnenskaya,89,8.16,36216000,457300,DDU,False,19.5
N004967,2026-03-26,NB0106,Green Park Residence,PIK,comfort,Troparyovo-Nikulino,ZAO,55.65529,37.46387,60.0,2,7,25,2026,completed,Troparyovo,Sokolnicheskaya,10,14.73,25570000,426200,trade-in,False,19.5
N004968,2021-05-07,NB0193,Odintsovo-1 Residence,MR Group,comfort,Izmaylovo,VAO,55.78838,37.75685,38.5,1,34,35,2027,under_construction,Partizanskaya,Arbatsko-Pokrovskaya,8,9.33,10044000,260900,FZ214,True,11.0
N004969,2023-02-19,NB0061,Scandinavia Residence,FSK,business,Akademichesky,YuZAO,55.69687,37.59154,41.5,1,17,22,2026,under_construction,Ulitsa 1905 Goda,Tagansko-Krasnopresnenskaya,93,6.6,16269000,392000,DDU,True,10.0
N004970,2024-03-16,NB0170,Sheremetyevsky Residence,Etalon,economy,Brateyevo,YuAO,55.63503,37.73292,85.8,3,25,25,2025,under_construction,Dostoevskaya,Lyublinsko-Dmitrovskaya,217,14.97,12769000,148800,installment,True,18.5
N004971,2025-02-27,NB0089,Severny Residence,LSR,economy,Mosrentgen,NAO,55.62106,37.49492,62.2,1,19,30,2027,under_construction,Bagrationovskaya,Filyovskaya,169,16.75,8587000,138100,DDU,False,23.5
N004972,2023-03-27,NB0177,Prokshino Residence,GK A101,comfort,Krasnopakhorskoye,TAO,55.43499,37.31218,27.0,0,22,22,2026,under_construction,Ploshchad Revolyutsii,Arbatsko-Pokrovskaya,488,40.42,2638000,97700,DDU,True,10.0
N004973,2022-03-13,NB0247,Odintsovo-1 Residence,PIK,economy,Yuzhnoye Medvedkovo,SVAO,55.86304,37.63425,36.6,1,12,30,2026,under_construction,Teatralnaya,Zamoskvoretskaya,144,12.16,5709000,156000,FZ214,True,22.5
N004974,2023-08-26,NB0228,Prokshino Residence,INGRAD,business,Gagarinsky,YuZAO,55.69365,37.55461,85.1,3,23,25,2025,under_construction,Novye Cheryomushki,Kaluzhsko-Rizhskaya,34,7.88,43348000,509400,DDU,True,15.5
N004975,2021-12-04,NB0070,Prokshino Residence,Samolet,comfort,Novokosino,VAO,55.72594,37.8526,67.9,2,12,17,2025,under_construction,Ugreshskaya,MCC,131,14.84,13386000,197100,DDU,True,11.0
N004976,2022-10-28,NB0076,Odintsovo-1 Residence,MR Group,comfort,Donskoy,YuAO,55.70888,37.62358,80.0,3,4,25,2027,under_construction,Nagatinskaya,Serpukhovsko-Timiryazevskaya,44,5.01,20175000,252200,FZ214,True,10.0
