id,date_posted,district,okrug,lat,lon,total_area,rooms,floor,total_floors,building_year,building_type,renovation,furnished,pets_allowed,deposit_months,metro_station,metro_line,metro_distance_min,to_center_km,monthly_rent_rub,rent_per_sqm
R011276,2026-02-18,Presnensky,CAO,55.75737,37.55975,38.1,1,4,9,2018,monolith,designer,False,False,1,Taganskaya,Koltsevaya,64,3.84,105900,2780
R011277,2024-09-26,Prospekt Vernadskogo,ZAO,55.66307,37.49014,45.9,2,8,9,2015,monolith,euro,True,False,2,Kievskaya,Koltsevaya,113,13.0,75900,1654
R011278,2024-12-24,Kuntsevo,ZAO,55.74347,37.41049,50.2,2,8,9,2010,brick,euro,True,False,1,Chkalovskaya,Lyublinsko-Dmitrovskaya,171,13.21,61000,1215
R011279,2024-10-19,Klyonovskoye,TAO,55.26824,37.51454,43.2,1,5,5,1968,khrushchev,euro,True,True,0,Kantemirovskaya,Zamoskvoretskaya,514,54.42,13800,319
R011280,2025-09-30,Babushkinsky,SVAO,55.86442,37.64407,82.7,3,1,9,2003,monolith,euro,False,False,2,Park Pobedy,Arbatsko-Pokrovskaya,210,12.37,82700,1000
R011281,2021-04-30,Shcherbinka,NAO,55.53489,37.56039,39.3,1,2,5,1970,khrushchev,cosmetic,True,True,1,Novoslobodskaya,Koltsevaya,374,24.65,13400,341
R011282,2024-08-30,Ochakovo-Matveyevskoye,ZAO,55.67604,37.46405,33.7,1,12,22,2019,modern_panel,euro,True,True,1,Elektrozavodskaya,Arbatsko-Pokrovskaya,224,13.09,35700,1058
R011283,2025-03-11,Babushkinsky,SVAO,55.85368,37.6828,33.8,1,6,12,1985,brick,euro,True,False,1,Sukharevskaya,Kaluzhsko-Rizhskaya,129,11.75,32600,966
R011284,2023-11-15,Akademichesky,YuZAO,55.6956,37.56643,59.4,3,15,17,1958,stalin,cosmetic,True,True,1,Shabolovskaya,Kaluzhsko-Rizhskaya,53,7.32,81700,1375
R011285,2022-07-24,Ostankinsky,SVAO,55.81902,37.5972,28.8,1,5,9,2006,monolith,cosmetic,False,True,1,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,39,7.39,23800,825
R011286,2025-04-20,Vostochnoye Izmaylovo,VAO,55.77754,37.81739,46.4,1,22,22,1991,brick,cosmetic,False,False,2,Vystavochnaya,Filyovskaya,223,12.58,35200,759
R011287,2023-05-04,Zyuzino,YuZAO,55.65255,37.55592,57.8,2,6,9,2021,modern_panel,no_renovation,True,True,1,Kakhovskaya,Bolshaya Koltsevaya,17,11.98,51800,897
R011288,2021-06-11,Tagansky,CAO,55.76233,37.65825,65.1,2,8,17,1977,brick,euro,True,False,1,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,42,2.52,98700,1516
R011289,2023-02-07,Butyrsky,SVAO,55.84274,37.5933,50.3,2,3,5,1947,stalin,euro,True,False,1,Dostoevskaya,Lyublinsko-Dmitrovskaya,54,10.03,61500,1223
R011290,2024-03-20,Khamovniki,CAO,55.74006,37.59273,62.7,3,11,12,2014,modern_panel,cosmetic,True,False,0,Park Kultury,Koltsevaya,16,2.34,162500,2592
R011291,2021-08-11,Vostochny,VAO,55.80536,37.83813,77.4,3,9,9,1975,panel,cosmetic,True,False,1,Komsomolskaya,Koltsevaya,166,14.75,33800,436
R011292,2025-02-20,Babushkinsky,SVAO,55.86471,37.67674,44.1,1,4,5,2006,modern_panel,no_renovation,True,True,2,Sviblovo,Kaluzhsko-Rizhskaya,22,12.81,36000,816
R011293,2026-03-30,Severnoye Medvedkovo,SVAO,55.88202,37.62833,53.0,2,8,9,1976,panel,euro,True,False,1,Vystavochnaya,Filyovskaya,197,14.25,39400,743
R011294,2022-07-28,Severnoye Tushino,SZAO,55.86085,37.41576,59.7,2,10,17,1969,panel,euro,True,False,2,Yugo-Zapadnaya,Sokolnicheskaya,263,17.48,45300,759
R011295,2025-05-13,Novokosino,VAO,55.74977,37.86345,85.0,4,5,12,1958,stalin,no_renovation,True,False,0,Chekhovskaya,Serpukhovsko-Timiryazevskaya,197,15.19,62300,733
R011296,2022-07-07,Klyonovskoye,TAO,55.2614,37.4659,69.0,3,8,12,1972,khrushchev,euro,True,False,1,Leninsky Prospekt,Kaluzhsko-Rizhskaya,596,55.63,17200,250
R011297,2021-11-10,Shchukino,SZAO,55.79023,37.4452,55.9,2,8,12,2000,monolith,cosmetic,True,True,1,Shchukinskaya,Tagansko-Krasnopresnenskaya,6,11.7,77200,1381
R011298,2024-07-23,Severnoye Butovo,YuZAO,55.58115,37.58382,67.7,3,8,17,1980,brick,cosmetic,False,False,0,Studencheskaya,Filyovskaya,224,19.35,63400,936
R011299,2024-07-09,Troparyovo-Nikulino,ZAO,55.66355,37.45673,51.4,1,22,22,1963,khrushchev,cosmetic,True,True,2,Kutuzovskaya,Filyovskaya,123,14.37,58500,1137
R011300,2025-02-15,Akademichesky,YuZAO,55.71035,37.57542,56.1,2,4,5,2009,monolith,cosmetic,True,True,1,Oktyabrskaya,Koltsevaya,67,5.61,69300,1235
R011301,2022-04-30,Severnoye Medvedkovo,SVAO,55.89514,37.61367,37.5,1,1,9,1972,panel,euro,False,False,1,Sokolniki,Sokolnicheskaya,135,15.71,24300,647
R011302,2021-08-04,Moskvorechye-Saburovo,YuAO,55.6436,37.6876,50.6,2,1,9,1975,panel,euro,True,True,1,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,80,12.96,32700,647
R011303,2021-11-14,Brateyevo,YuAO,55.66068,37.77195,58.0,2,1,9,2011,monolith,cosmetic,True,False,1,Novye Cheryomushki,Kaluzhsko-Rizhskaya,162,14.04,36900,636
R011304,2025-10-14,Rogovskoye,TAO,55.29614,37.05839,33.3,1,8,12,2009,modern_panel,cosmetic,False,False,0,Proletarskaya,Tagansko-Krasnopresnenskaya,785,62.0,9700,292
R011305,2022-05-16,Zyuzino,YuZAO,55.68704,37.5733,60.0,2,3,17,1974,brick,cosmetic,False,False,1,Tsvetnoy Bulvar,Serpukhovsko-Timiryazevskaya,158,8.01,52400,874
R011306,2026-04-10,Moskvorechye-Saburovo,YuAO,55.64778,37.64422,43.4,1,8,17,2013,monolith,euro,True,True,1,Yuzhnaya,Serpukhovsko-Timiryazevskaya,66,11.89,46200,1064
R011307,2021-11-23,Zamoskvorechye,CAO,55.74441,37.64836,73.2,3,9,9,2020,monolith,designer,True,True,1,Lubyanka,Sokolnicheskaya,34,2.02,142600,1948
R011308,2021-10-03,Krasnopakhorskoye,TAO,55.43135,37.28446,43.7,1,11,12,1990,brick,euro,True,True,1,Rimskaya,Lyublinsko-Dmitrovskaya,508,41.63,16600,379
R011309,2021-08-09,Mozhaysky,ZAO,55.72873,37.43488,56.3,2,3,5,1981,panel,cosmetic,False,False,1,Polezhaevskaya,Tagansko-Krasnopresnenskaya,107,11.97,44300,787
R011310,2023-01-25,Krasnopakhorskoye,TAO,55.42239,37.27738,47.9,1,8,22,1967,khrushchev,euro,True,False,1,Delovoy Tsentr,MCC,450,42.71,15700,328
R011311,2021-05-03,Filimonkovskoye,NAO,55.56311,37.38748,46.2,1,4,17,2005,brick,cosmetic,True,False,1,Polyanka,Serpukhovsko-Timiryazevskaya,297,25.77,21100,457
R011312,2022-01-04,Orekhovo-Borisovo Yuzhnoye,YuAO,55.60986,37.67704,65.1,2,1,9,2024,modern_panel,cosmetic,True,False,0,Serpukhovskaya,Serpukhovsko-Timiryazevskaya,165,16.4,36400,559
R011313,2024-04-27,Metrogorodok,VAO,55.83063,37.74119,56.1,1,1,5,1980,panel,euro,False,False,1,Chkalovskaya,Lyublinsko-Dmitrovskaya,112,11.38,39800,709
R011314,2022-04-12,Sokol,SAO,55.78641,37.54058,40.8,1,10,17,1995,panel,euro,True,False,1,Yugo-Zapadnaya,Sokolnicheskaya,193,6.18,42600,1044
R011315,2025-03-29,Kotlovka,YuZAO,55.67671,37.57134,82.0,4,4,9,2012,modern_panel,euro,True,False,1,Nagornaya,Serpukhovsko-Timiryazevskaya,12,9.13,138900,1694
R011316,2021-03-13,Troparyovo-Nikulino,ZAO,55.66589,37.47606,73.7,3,4,12,1982,panel,cosmetic,True,False,1,Troparyovo,Sokolnicheskaya,12,13.34,87700,1190
R011317,2021-05-12,Krasnoselsky,CAO,55.78402,37.65728,71.2,3,9,9,2015,modern_panel,cosmetic,True,False,2,Komsomolskaya,Koltsevaya,5,4.05,109900,1543
R011318,2021-02-13,Severnoye Medvedkovo,SVAO,55.873,37.6129,47.9,1,6,9,2011,modern_panel,cosmetic,True,False,1,Leninsky Prospekt,Kaluzhsko-Rizhskaya,250,13.25,29300,612
R011319,2024-10-10,Lomonosovsky,YuZAO,55.70214,37.51415,35.8,1,3,9,1982,panel,euro,True,True,1,Trubnaya,Lyublinsko-Dmitrovskaya,120,8.82,47200,1317
R011320,2023-05-04,Zyablikovo,YuAO,55.60168,37.74487,54.3,1,11,17,2010,monolith,cosmetic,False,True,2,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,107,18.63,36300,668
R011321,2023-12-02,Kosino-Ukhtomsky,VAO,55.71789,37.86039,41.2,1,8,17,2011,modern_panel,cosmetic,True,False,0,Pechatniki,Lyublinsko-Dmitrovskaya,100,15.52,26500,643
R011322,2025-10-19,Voykovsky,SAO,55.81472,37.48429,55.4,2,14,17,1976,panel,cosmetic,False,False,1,Voykovskaya,Zamoskvoretskaya,7,10.89,59000,1066
R011323,2021-02-09,Moskvorechye-Saburovo,YuAO,55.65398,37.70224,52.1,2,20,22,1989,panel,cosmetic,True,True,1,Prospekt Mira,Koltsevaya,181,12.23,28800,552
R011324,2025-08-03,Shchukino,SZAO,55.81416,37.45859,92.2,4,12,22,2011,monolith,cosmetic,True,True,2,Shchukinskaya,Tagansko-Krasnopresnenskaya,8,12.16,154000,1670
R011325,2023-05-27,Akademichesky,YuZAO,55.70285,37.58524,40.0,1,5,5,2019,monolith,euro,True,True,1,Leninsky Prospekt,Kaluzhsko-Rizhskaya,25,6.1,55000,1374
R011326,2021-07-20,Gagarinsky,YuZAO,55.67883,37.59513,80.7,4,4,5,2000,modern_panel,euro,False,True,1,Leninsky Prospekt,Kaluzhsko-Rizhskaya,11,8.5,133400,1653
R011327,2023-01-20,Mosrentgen,NAO,55.61103,37.51773,59.0,2,5,9,2020,monolith,euro,True,False,1,Tyoply Stan,Kaluzhsko-Rizhskaya,9,17.15,63000,1068
R011328,2025-08-11,Rostokino,SVAO,55.83922,37.6422,42.8,1,5,5,2010,monolith,euro,True,True,2,Tulskaya,Serpukhovsko-Timiryazevskaya,177,9.58,39600,926
R011329,2025-03-09,Arbat,CAO,55.74717,37.57266,54.3,2,4,12,2007,monolith,cosmetic,True,False,1,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,39,3.1,132100,2433
R011330,2021-06-29,Akademichesky,YuZAO,55.67449,37.5821,81.6,3,7,9,2003,monolith,euro,False,True,1,Profsoyuznaya,Kaluzhsko-Rizhskaya,19,9.16,99700,1221
R011331,2025-11-17,Desyonovskoye,NAO,55.5249,37.46594,49.7,1,5,5,1964,khrushchev,cosmetic,True,True,1,Strogino,Arbatsko-Pokrovskaya,380,27.26,21600,435
R011332,2025-12-24,Desyonovskoye,NAO,55.52522,37.46871,35.1,1,14,22,1987,brick,no_renovation,True,False,1,Shchyolkovskaya,Arbatsko-Pokrovskaya,456,27.16,19200,546
R011333,2023-05-20,Ochakovo-Matveyevskoye,ZAO,55.6909,37.44805,45.5,1,2,12,2010,monolith,euro,True,False,2,Prospekt Vernadskogo,Sokolnicheskaya,33,12.89,50700,1115
R011334,2022-05-03,Altufyevsky,SVAO,55.89114,37.60199,47.7,1,7,12,1944,stalin,euro,True,True,1,Kropotkinskaya,Sokolnicheskaya,195,15.31,34900,732
R011335,2025-05-09,Khovrino,SAO,55.85598,37.45671,37.7,1,2,5,1982,panel,cosmetic,True,False,0,Okhotny Ryad,Sokolnicheskaya,184,15.3,23200,616
R011336,2024-09-24,Novogireyevo,VAO,55.74777,37.79884,67.2,3,5,9,1971,khrushchev,cosmetic,True,False,1,Novogireyevo,Kalininskaya,15,11.16,53200,791
R011337,2023-08-19,Bibirevo,SVAO,55.89155,37.63223,84.9,4,5,5,1962,khrushchev,euro,False,False,1,Mayakovskaya,Zamoskvoretskaya,153,15.32,52500,619
R011338,2024-04-15,Aeroport,SAO,55.80385,37.53707,53.3,2,3,22,1989,panel,cosmetic,False,True,1,Mayakovskaya,Zamoskvoretskaya,70,7.63,39000,732
R011339,2024-11-01,Chertanovo Yuzhnoye,YuAO,55.63124,37.62748,51.7,1,4,5,2000,brick,cosmetic,True,True,1,Yuzhnaya,Serpukhovsko-Timiryazevskaya,22,13.65,43900,849
R011340,2021-01-16,Moskovsky,NAO,55.60716,37.3445,88.3,4,11,22,1978,panel,cosmetic,True,False,1,Yugo-Zapadnaya,Sokolnicheskaya,130,23.8,39400,447
R011341,2021-08-28,Veshnyaki,VAO,55.74937,37.83573,39.0,1,4,5,1994,panel,euro,True,True,1,Elektrozavodskaya,Arbatsko-Pokrovskaya,107,13.46,22500,577
R011342,2022-04-25,Shchapovskoye,TAO,55.37491,37.52043,70.8,3,2,5,1969,khrushchev,euro,False,False,1,Novogireyevo,Kalininskaya,553,42.61,17800,251
R011343,2026-02-13,Chertanovo Tsentralnoye,YuAO,55.61999,37.57419,41.2,1,2,22,1988,panel,euro,True,False,1,Tekstilshchiki,Tagansko-Krasnopresnenskaya,147,15.17,31600,766
R011344,2024-04-17,Troitsk,TAO,55.47878,37.29608,41.9,1,6,17,1979,panel,cosmetic,True,True,0,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,497,36.76,16100,384
R011345,2022-10-30,Kuntsevo,ZAO,55.73293,37.42469,32.2,1,3,5,2002,monolith,euro,True,False,2,Bagrationovskaya,Filyovskaya,66,12.49,36200,1123
R011346,2023-11-05,Perovo,VAO,55.72546,37.81621,36.8,1,10,17,2018,modern_panel,no_renovation,True,True,1,Perovo,Kalininskaya,4,12.63,38400,1043
R011347,2021-11-27,Khoroshyovsky,SAO,55.79182,37.55605,60.6,2,12,12,2013,monolith,cosmetic,False,False,1,Sukharevskaya,Kaluzhsko-Rizhskaya,79,5.85,65200,1076
R011348,2024-02-20,Metrogorodok,VAO,55.83027,37.74296,83.0,3,2,5,2008,monolith,euro,True,True,2,Chekhovskaya,Serpukhovsko-Timiryazevskaya,136,11.42,68200,822
R011349,2023-09-08,Biryulyovo Vostochnoye,YuAO,55.5792,37.67333,71.3,3,8,9,2005,monolith,euro,True,True,1,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,65,19.7,55900,784
R011350,2023-08-07,Severnoye Butovo,YuZAO,55.58491,37.58719,47.1,1,9,12,1966,panel,cosmetic,True,True,1,Ulitsa Akademika Yangelya,Serpukhovsko-Timiryazevskaya,34,18.91,39700,843
R011351,2022-09-20,Zamoskvorechye,CAO,55.76266,37.63081,51.6,1,3,22,1978,panel,euro,True,False,1,Tretyakovskaya,Kalininskaya,11,1.16,116900,2266
R011352,2024-10-05,Metrogorodok,VAO,55.82196,37.71913,45.5,1,8,17,1979,brick,euro,True,False,1,Novoslobodskaya,Koltsevaya,125,9.75,44700,982
R011353,2026-02-25,Beskudnikovsky,SAO,55.8608,37.55091,45.6,1,16,17,2006,monolith,no_renovation,True,False,2,Elektrozavodskaya,Arbatsko-Pokrovskaya,166,12.66,32200,707
R011354,2023-12-18,Marushkinskoye,NAO,55.55694,37.2318,63.1,2,3,9,2000,modern_panel,cosmetic,False,False,1,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,411,32.79,25800,409
R011355,2024-10-16,Severnoye Butovo,YuZAO,55.57805,37.57453,54.0,2,19,22,2002,monolith,no_renovation,True,False,1,Tekstilshchiki,Tagansko-Krasnopresnenskaya,209,19.77,48300,894
R011356,2021-06-15,Babushkinsky,SVAO,55.84527,37.6644,51.8,2,13,17,2019,monolith,designer,True,False,1,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,121,10.52,52400,1011
R011357,2024-12-30,Dmitrovsky,SAO,55.89366,37.52733,54.0,2,8,9,1980,brick,euro,True,False,1,Shabolovskaya,Kaluzhsko-Rizhskaya,219,16.6,49800,923
R011358,2026-01-11,Yuzhnoye Butovo,YuZAO,55.53806,37.54969,35.7,1,4,9,2019,monolith,designer,True,False,2,Ploshchad Ilyicha,Kalininskaya,287,24.41,53900,1510
R011359,2023-07-10,Mitino,SZAO,55.85015,37.33458,64.6,2,1,9,2001,monolith,euro,True,False,1,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,10,20.85,98500,1525
R011360,2022-01-31,Dorogomilovo,ZAO,55.75249,37.52687,41.0,1,8,9,1970,khrushchev,cosmetic,False,True,1,Novye Cheryomushki,Kaluzhsko-Rizhskaya,95,5.88,42700,1041
R011361,2021-01-06,Marushkinskoye,NAO,55.56915,37.2242,39.3,1,16,17,2016,monolith,euro,True,True,0,Slavyansky Bulvar,Arbatsko-Pokrovskaya,267,32.26,17100,435
R011362,2025-05-03,Marfino,SVAO,55.82692,37.60276,56.1,2,1,12,1958,brick,cosmetic,False,True,2,Molodyozhnaya,Arbatsko-Pokrovskaya,191,8.2,47600,849
R011363,2023-12-31,Novo-Peredelkino,ZAO,55.66948,37.36133,68.3,3,9,9,1980,panel,no_renovation,True,True,0,Studencheskaya,Filyovskaya,181,18.77,44800,656
R011364,2021-10-12,Novo-Peredelkino,ZAO,55.65935,37.32893,45.0,1,5,9,1966,khrushchev,cosmetic,True,False,2,Tretyakovskaya,Kalininskaya,237,21.09,30400,674
R011365,2024-01-27,Akademichesky,YuZAO,55.69647,37.59047,45.3,1,4,9,1968,khrushchev,euro,True,False,1,Begovaya,Tagansko-Krasnopresnenskaya,119,6.66,54200,1196
R011366,2021-11-21,Rostokino,SVAO,55.83932,37.62174,83.8,3,11,17,2022,modern_panel,euro,True,True,1,Preobrazhenskaya Ploshchad,Sokolnicheskaya,77,9.5,68900,822
R011367,2023-03-30,Sokolinaya Gora,VAO,55.777,37.76839,60.0,2,5,5,2001,modern_panel,no_renovation,True,False,1,Ugreshskaya,MCC,111,9.58,37700,629
R011368,2025-10-13,Savyolovsky,SAO,55.81043,37.56585,52.0,2,5,5,2007,monolith,cosmetic,True,False,2,Sapyornoye Pole,Bolshaya Koltsevaya,27,7.16,62000,1193
R011369,2024-10-07,Kokoshkino,NAO,55.65632,37.20294,59.5,2,14,22,1970,panel,cosmetic,True,False,2,Pechatniki,Lyublinsko-Dmitrovskaya,402,28.34,25700,432
R011370,2024-10-05,Khovrino,SAO,55.87399,37.51699,63.5,3,7,17,1967,panel,cosmetic,True,True,1,Teatralnaya,Zamoskvoretskaya,184,14.85,45400,715
R011371,2022-11-21,Chertanovo Severnoye,YuAO,55.66682,37.64718,60.1,2,2,12,2015,monolith,cosmetic,True,True,1,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,13,9.82,61500,1023
R011372,2022-07-12,Butyrsky,SVAO,55.82131,37.60792,78.9,4,15,22,1999,brick,no_renovation,True,True,1,Vystavochnaya,Filyovskaya,100,7.54,54900,696
R011373,2022-11-01,Golyanovo,VAO,55.82885,37.78968,52.3,1,5,9,2017,modern_panel,euro,False,False,1,Shchyolkovskaya,Arbatsko-Pokrovskaya,13,13.45,49700,950
R011374,2024-12-08,Cheryomushki,YuZAO,55.66026,37.54733,64.3,2,10,12,2010,modern_panel,designer,True,False,1,Novye Cheryomushki,Kaluzhsko-Rizhskaya,6,11.38,161300,2509
R011375,2025-01-26,Ramenki,ZAO,55.70092,37.54922,48.5,1,7,12,1985,brick,cosmetic,True,False,2,Molodyozhnaya,Arbatsko-Pokrovskaya,83,7.4,57600,1188
R011376,2024-09-24,Savyolovsky,SAO,55.81092,37.58878,53.5,2,9,9,1967,khrushchev,euro,False,True,0,Sokolniki,Sokolnicheskaya,76,6.65,46500,869
R011377,2026-02-09,Solntsevo,ZAO,55.65219,37.41612,47.5,1,7,9,2011,modern_panel,designer,True,True,1,Fili,Filyovskaya,160,17.1,65100,1370
R011378,2026-02-10,Yuzhnoye Tushino,SZAO,55.84525,37.43479,32.4,1,5,9,2023,monolith,euro,True,False,1,Rechnoy Vokzal,Zamoskvoretskaya,36,15.44,35700,1101
R011379,2025-09-25,Severnoye Butovo,YuZAO,55.58201,37.58816,39.2,1,6,9,1986,brick,euro,True,False,2,Nagatinskaya,Serpukhovsko-Timiryazevskaya,142,19.22,42900,1095
R011380,2021-08-14,Nagatino-Sadovniki,YuAO,55.68252,37.67984,52.0,1,3,17,1958,khrushchev,euro,False,False,1,Kitay-Gorod,Kaluzhsko-Rizhskaya,98,8.76,32600,627
R011381,2022-05-11,Sokol,SAO,55.80011,37.50398,90.9,4,7,9,1982,panel,cosmetic,False,False,1,Sokol,Zamoskvoretskaya,9,8.93,88100,969
R011382,2025-07-24,Molzhaninovsky,SAO,55.93873,37.39386,82.1,3,6,9,1988,panel,euro,True,True,1,Kuznetsky Most,Tagansko-Krasnopresnenskaya,303,24.96,56900,693
R011383,2022-04-11,Ostankinsky,SVAO,55.83156,37.60854,48.8,2,7,9,2005,monolith,no_renovation,True,False,1,Park Pobedy,Arbatsko-Pokrovskaya,143,8.67,36900,757
R011384,2023-04-01,Koptevo,SAO,55.82118,37.54134,51.0,2,9,9,2023,modern_panel,cosmetic,True,True,1,Komsomolskaya,Koltsevaya,141,8.98,37000,725
R011385,2025-03-05,Moskovsky,NAO,55.6072,37.35371,35.8,1,3,5,1988,panel,designer,True,False,1,Prospekt Vernadskogo,Sokolnicheskaya,158,23.38,30600,856
R011386,2023-05-04,Basmanny,CAO,55.77301,37.68463,42.2,1,11,22,2019,modern_panel,euro,False,False,1,Novokuznetskaya,Zamoskvoretskaya,47,4.52,68800,1631
R011387,2022-06-24,Losinoostrovsky,SVAO,55.87144,37.7148,41.4,1,12,12,2009,monolith,cosmetic,True,True,0,Molodyozhnaya,Arbatsko-Pokrovskaya,280,14.33,29100,704
R011388,2025-08-26,Moskovsky,NAO,55.59002,37.34384,51.6,2,2,5,1969,khrushchev,euro,True,False,0,Filyovsky Park,Filyovskaya,227,25.17,29000,562
R011389,2025-11-25,Tverskoy,CAO,55.76425,37.60749,70.6,2,8,22,1959,khrushchev,euro,False,False,1,Sukharevskaya,Kaluzhsko-Rizhskaya,22,1.42,144300,2044
R011390,2023-11-27,Novo-Peredelkino,ZAO,55.65941,37.32604,52.2,1,10,12,1993,brick,cosmetic,True,True,1,Ploshchad Ilyicha,Kalininskaya,276,21.25,43700,837
R011391,2022-11-15,Nagatino-Sadovniki,YuAO,55.67751,37.6411,32.8,1,3,9,1967,panel,euro,True,True,2,Shabolovskaya,Kaluzhsko-Rizhskaya,64,8.59,25800,786
R011392,2024-10-21,Novo-Peredelkino,ZAO,55.66896,37.35216,47.3,1,14,17,1975,panel,euro,True,False,2,Chistye Prudy,Sokolnicheskaya,262,19.3,45400,959
R011393,2023-06-08,Yuzhnoye Tushino,SZAO,55.83935,37.41838,71.2,3,8,9,2007,monolith,cosmetic,False,False,2,Belorusskaya,Koltsevaya,142,15.82,66700,937
R011394,2023-02-09,Zapadnoye Degunino,SAO,55.85818,37.53681,84.9,4,9,12,1978,panel,cosmetic,False,True,1,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,71,12.73,47200,556
R011395,2025-09-29,Maryina Roshcha,SVAO,55.77778,37.63256,49.0,1,1,9,2000,brick,euro,True,True,1,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,19,2.76,62700,1279
R011396,2022-11-04,Voronovskoye,TAO,55.31447,37.22289,71.9,2,4,9,1966,khrushchev,euro,True,True,2,Bagrationovskaya,Filyovskaya,636,54.9,20800,290
R011397,2025-11-01,Mitino,SZAO,55.86002,37.38642,56.5,2,1,5,2018,monolith,cosmetic,False,False,1,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,9,18.81,67200,1190
R011398,2025-01-14,Preobrazhenskoye,VAO,55.80422,37.67634,62.2,2,9,9,2010,monolith,no_renovation,False,False,1,Preobrazhenskaya Ploshchad,Sokolnicheskaya,4,6.59,72900,1171
R011399,2024-04-02,Vostochny,VAO,55.79228,37.86064,54.4,1,18,22,1991,panel,euro,True,True,1,Tekstilshchiki,Tagansko-Krasnopresnenskaya,173,15.6,38500,708
R011400,2021-09-22,Yuzhnoye Tushino,SZAO,55.82432,37.44712,64.8,2,6,9,1983,panel,cosmetic,True,True,1,Rechnoy Vokzal,Zamoskvoretskaya,38,13.39,40500,624
R011401,2023-06-09,Babushkinsky,SVAO,55.86076,37.69086,47.6,1,8,9,2022,modern_panel,cosmetic,True,True,2,Shchukinskaya,Tagansko-Krasnopresnenskaya,174,12.66,40800,857
R011402,2022-01-22,Levoberezhny,SAO,55.87765,37.46333,54.1,1,4,5,1989,brick,no_renovation,True,False,1,Sokol,Zamoskvoretskaya,83,16.92,35400,654
R011403,2022-01-05,Orekhovo-Borisovo Severnoye,YuAO,55.63333,37.70372,61.8,2,11,17,1963,brick,euro,True,False,1,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,110,14.38,40700,659
R011404,2022-03-15,Golyanovo,VAO,55.80951,37.7926,37.9,1,7,9,1977,panel,designer,True,False,2,Ulitsa Podbelskogo,Sokolnicheskaya,50,12.4,29500,778
R011405,2022-12-01,Koptevo,SAO,55.85957,37.53431,53.1,2,7,12,2002,modern_panel,no_renovation,True,False,1,Proletarskaya,Tagansko-Krasnopresnenskaya,189,12.93,32100,604
R011406,2024-11-29,Rostokino,SVAO,55.8516,37.65804,50.9,1,5,9,1966,khrushchev,cosmetic,True,False,1,VDNKh,Kaluzhsko-Rizhskaya,31,11.11,38600,758
R011407,2023-06-02,Pervomayskoye,TAO,55.45687,37.10258,77.0,3,5,12,2010,monolith,euro,True,False,1,Park Kultury,Koltsevaya,539,46.37,35000,454
R011408,2023-06-09,Marfino,SVAO,55.83072,37.58388,38.3,1,5,9,1975,brick,euro,True,False,1,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,81,8.85,35300,921
R011409,2021-04-22,Nagatino-Sadovniki,YuAO,55.68484,37.64441,57.1,2,1,5,1975,panel,cosmetic,True,False,1,Nagatinskaya,Serpukhovsko-Timiryazevskaya,16,7.82,43000,752
R011410,2025-02-20,Nagatino-Sadovniki,YuAO,55.70091,37.64183,45.9,1,9,17,1983,panel,designer,True,False,1,Nagatinskaya,Serpukhovsko-Timiryazevskaya,16,6.04,65800,1434
R011411,2024-01-09,Marushkinskoye,NAO,55.58372,37.25779,36.8,1,7,9,1962,khrushchev,designer,False,True,1,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,391,29.6,18700,509
R011412,2024-06-05,Brateyevo,YuAO,55.6612,37.78233,67.8,3,18,22,2007,modern_panel,euro,True,False,0,Sportivnaya,Sokolnicheskaya,182,14.44,57400,847
R011413,2026-01-17,Marfino,SVAO,55.87308,37.60523,76.2,3,2,9,1976,brick,designer,False,False,1,Komsomolskaya,Koltsevaya,106,13.29,79900,1048
R011414,2023-09-25,Yuzhnoye Tushino,SZAO,55.85615,37.45393,57.0,2,5,9,1975,panel,cosmetic,False,False,1,Partizanskaya,Arbatsko-Pokrovskaya,247,15.43,37900,665
R011415,2024-08-21,Kotlovka,YuZAO,55.67883,37.55602,40.9,1,7,9,2003,monolith,cosmetic,True,True,1,Kakhovskaya,Bolshaya Koltsevaya,30,9.28,54800,1340
R011416,2025-05-27,Voskresenskoye,NAO,55.58617,37.41278,75.7,3,3,22,2007,monolith,cosmetic,False,False,1,Yuzhnaya,Serpukhovsko-Timiryazevskaya,154,22.76,39500,522
R011417,2026-02-26,Bogorodskoye,VAO,55.81647,37.70568,53.1,1,3,5,2012,monolith,euro,False,False,1,Ulitsa Podbelskogo,Sokolnicheskaya,15,8.75,63400,1194
